Time_seq	Hour	Pond	Treatment	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
1	16	B3P3	S	0.66	36.1	-0.96	10.97	7.2	1.38	46.1	13.64
1	17	B3P3	S	0.69	36.02	-0.93	10.96	7.22	1.38	46.1	13.58
1	18	B3P3	S	0.77	35.94	-0.93	10.94	7.22	1.39	46.1	13.49
1	19	B3P3	S	0.78	35.83	-0.93	10.9	7.2	1.4	46.06	13.37
2	20	B3P3	S	0.87	35.68	-0.91	10.87	7.18	1.42	46	13.26
2	21	B3P3	S	0.93	35.54	-0.89	10.8	7.13	1.46	46	13.12
2	22	B3P3	S	0.92	35.4	-0.91	10.73	7.07	1.5	45.94	12.98
2	23	B3P3	S	0.98	35.28	-0.92	10.65	7.01	1.54	45.9	12.86
2	0	B3P3	S	0.95	35.14	-0.9	10.57	6.96	1.59	45.9	12.71
2	1	B3P3	S	0.95	35.02	-0.9	10.52	6.92	1.63	45.9	12.59
2	2	B3P3	S	0.93	34.86	-0.88	10.46	6.87	1.66	45.9	12.44
2	3	B3P3	S	0.95	34.73	-0.88	10.41	6.84	1.7	45.8	12.31
2	4	B3P3	S	0.96	34.6	-0.89	10.37	6.81	1.72	45.8	12.2
2	5	B3P3	S	0.89	34.47	-0.89	10.35	6.79	1.74	45.74	12.09
2	6	B3P3	S	0.89	34.4	-0.92	10.36	6.78	1.75	45.7	12.02
2	7	B3P3	S	0.89	34.3	-0.91	10.37	6.78	1.75	45.7	11.96
2	8	B3P3	S	0.83	34.24	-0.95	10.4	6.79	1.74	45.69	11.91
2	9	B3P3	S	0.7	34.2	-0.93	10.44	6.81	1.73	45.6	11.88
2	10	B3P3	S	0.61	34.2	-0.92	10.49	6.82	1.71	45.6	11.86
2	11	B3P3	S	0.42	34.2	-0.94	10.53	6.84	1.69	45.6	11.86
2	12	B3P3	S	0.47	34.2	-0.94	10.64	6.89	1.64	45.55	11.95
2	13	B3P3	S	0.33	34.21	-0.93	10.73	6.93	1.6	45.5	12.01
2	14	B3P3	S	0.39	34.3	-0.92	10.84	6.99	1.56	45.5	12.07
2	15	B3P3	S	0.48	34.3	-0.92	10.87	7.01	1.56	45.54	12.07
2	16	B3P3	S	0.52	34.3	-0.89	10.88	7.02	1.55	45.6	12.06
2	17	B3P3	S	0.61	34.3	-0.89	10.91	7.04	1.54	45.6	12.05
2	18	B3P3	S	0.57	34.3	-0.89	10.98	7.11	1.51	45.6	12.05
2	19	B3P3	S	0.65	34.3	-0.92	10.97	7.1	1.51	45.6	12.02
3	20	B3P3	S	0.79	34.3	-0.91	10.98	7.1	1.52	45.6	11.99
3	21	B3P3	S	0.97	34.3	-0.91	11	7.12	1.52	45.68	11.95
3	22	B3P3	S	1.07	34.2	-0.86	10.98	7.11	1.54	45.7	11.87
3	23	B3P3	S	1.14	34.2	-0.85	10.97	7.09	1.56	45.7	11.82
3	0	B3P3	S	1.12	34.2	-0.86	10.95	7.08	1.57	45.7	11.79
3	1	B3P3	S	1.1	34.14	-0.86	10.91	7.05	1.6	45.71	11.72
3	2	B3P3	S	1.27	34.1	-0.86	10.85	7.02	1.63	45.8	11.66
3	3	B3P3	S	1.13	34.09	-0.86	10.8	6.99	1.65	45.8	11.61
3	4	B3P3	S	1.07	34	-0.85	10.76	6.94	1.69	45.8	11.55
3	5	B3P3	S	0.97	34	-0.88	10.74	6.92	1.7	45.8	11.52
3	6	B3P3	S	0.94	34	-0.9	10.77	6.94	1.68	45.8	11.5
3	7	B3P3	S	0.64	34	-0.93	10.79	6.95	1.67	45.8	11.5
3	8	B3P3	S	0.31	34	-0.93	10.81	6.96	1.63	45.8	11.52
3	9	B3P3	S	0.24	34.06	-0.95	10.84	6.96	1.59	45.8	11.61
3	10	B3P3	S	0.37	34.12	-0.92	10.88	6.99	1.55	45.73	11.7
3	11	B3P3	S	0.26	34.2	-0.94	10.93	7	1.52	45.7	11.83
3	12	B3P3	S	0.08	34.35	-0.96	10.97	7.02	1.48	45.7	11.96
3	13	B3P3	S	0.16	34.46	-0.98	10.97	7	1.48	45.77	12.08
3	14	B3P3	S	0.14	34.6	-0.97	10.97	7	1.42	45.8	12.21
3	15	B3P3	S	0.12	34.62	-0.98	10.97	7.01	1.39	45.8	12.23
3	16	B3P3	S	0.19	34.77	-0.96	10.98	7.03	1.32	45.8	12.42
3	17	B3P3	S	0.19	34.8	-0.94	11.02	7.05	1.32	45.8	12.46
3	18	B3P3	S	0.24	34.95	-0.96	11.04	7.06	1.28	45.8	12.61
3	19	B3P3	S	0.37	34.96	-0.94	11.07	7.09	1.28	45.8	12.62
4	20	B3P3	S	0.61	35	-0.94	11.09	7.1	1.29	45.8	12.64
4	21	B3P3	S	0.74	35	-0.93	11.07	7.09	1.27	45.8	12.67
4	22	B3P3	S	0.87	35	-0.93	11.08	7.09	1.3	45.8	12.65
4	23	B3P3	S	0.94	35	-0.9	11.11	7.11	1.3	45.8	12.64
4	0	B3P3	S	0.89	35	-0.93	11.07	7.08	1.3	45.8	12.64
4	1	B3P3	S	0.83	35	-0.92	11.07	7.07	1.31	45.8	12.67
4	2	B3P3	S	0.93	35	-0.9	11.09	7.07	1.34	45.8	12.64
4	3	B3P3	S	0.96	35	-0.87	11.14	7.18	1.33	45.8	12.7
4	4	B3P3	S	0.88	35	-0.94	11.15	7.18	1.37	45.8	12.62
4	5	B3P3	S	0.85	35	-0.92	11.2	7.21	1.4	45.8	12.6
4	6	B3P3	S	0.81	35	-0.93	11.1	7.07	1.4	45.8	12.61
4	7	B3P3	S	0.82	35	-0.92	11.01	6.96	1.51	45.93	12.59
4	8	B3P3	S	0.86	35	-0.91	11.01	7.05	1.42	45.9	12.61
4	9	B3P3	S	0.81	35	-0.96	11.02	7.02	1.48	45.9	12.55
4	10	B3P3	S	0.79	34.95	-0.92	10.99	7.08	1.38	45.87	12.54
4	11	B3P3	S	0.85	34.85	-0.9	10.98	7.09	1.38	45.8	12.48
4	12	B3P3	S	0.81	34.8	-0.9	11	7.08	1.41	45.8	12.42
4	13	B3P3	S	0.74	34.72	-0.9	11.01	7.09	1.4	45.79	12.4
4	14	B3P3	S	0.91	34.7	-0.91	11.04	7.1	1.42	45.7	12.36
4	15	B3P3	S	0.96	34.7	-0.9	11.05	7.1	1.41	45.7	12.33
4	16	B3P3	S	0.99	34.6	-0.91	11.08	7.11	1.42	45.7	12.31
4	17	B3P3	S	0.97	34.6	-0.92	11.1	7.13	1.42	45.7	12.3
4	18	B3P3	S	1.04	34.6	-0.91	11.13	7.15	1.44	45.7	12.27
4	19	B3P3	S	1.13	34.59	-0.88	11.11	7.12	1.47	45.7	12.22
5	20	B3P3	S	1.21	34.5	-0.86	11.1	7.1	1.5	45.7	12.18
5	21	B3P3	S	1.25	34.5	-0.91	11.08	7.09	1.51	45.7	12.16
5	22	B3P3	S	1.27	34.48	-0.86	11.04	7.05	1.53	45.7	12.13
5	23	B3P3	S	1.3	34.4	-0.85	10.98	7.01	1.56	45.7	12.1
5	0	B3P3	S	1.27	34.4	-0.81	10.9	6.96	1.6	45.7	12.06
5	1	B3P3	S	1.33	34.38	-0.84	10.84	6.92	1.64	45.7	12.03
5	2	B3P3	S	1.34	34.3	-0.85	10.81	6.89	1.66	45.7	12
0	20	ERL122	NF	-0.19	36.4	-0.32	10.19	6.42	0.57	45.14	14.85
0	21	ERL122	NF	-0.16	36.16	-0.33	10.16	6.43	0.57	44.53	15.14
0	22	ERL122	NF	-0.12	36.41	-0.32	10.16	6.43	0.58	45.02	14.98
0	23	ERL122	NF	-0.12	36.35	-0.33	10.12	6.43	0.59	44.93	15
0		ERL122	NF	-0.21	36.1	-0.32	10.12	6.43	0.61	44.7	14.94
0	0	ERL122	NF	-0.13	36.36	-0.35	10.12	6.43	0.61	45.09	14.86
0	1	ERL122	NF	-0.12	36.5	-0.32	10.11	6.43	0.61	45.35	14.79
0	2	ERL122	NF	-0.13	36.63	-0.32	10.08	6.42	0.63	45.62	14.68
0	3	ERL122	NF	-0.14	36.52	-0.31	10.08	6.42	0.63	45.55	14.6
0	4	ERL122	NF	-0.14	36.27	-0.32	10.06	6.41	0.65	45.35	14.52
0	5	ERL122	NF	-0.15	36.26	-0.31	10.05	6.41	0.67	45.38	14.46
0	6	ERL122	NF	-0.16	35.79	-0.32	10.04	6.4	0.68	44.87	14.42
0	7	ERL122	NF	-0.18	35.33	-0.32	10.03	6.4	0.69	44.34	14.37
0	8	ERL122	NF	-0.18	35.57	-0.32	10.03	6.39	0.69	44.65	14.34
0	9	ERL122	NF	-0.19	35.84	-0.31	10.04	6.4	0.69	45.03	14.33
0	10	ERL122	NF	-0.22	35.67	-0.32	10.06	6.4	0.66	44.74	14.37
0	11	ERL122	NF	-0.21	35.14	-0.32	10.07	6.4	0.63	44.01	14.45
0	12	ERL122	NF	-0.22	35.71	-0.32	10.08	6.41	0.61	44.62	14.55
0	13	ERL122	NF	-0.2	34.7	-0.32	10.1	6.41	0.58	43.25	14.66
0	14	ERL122	NF	-0.2	34.93	-0.33	10.12	6.42	0.58	43.47	14.71
0	15	ERL122	NF	-0.19	34.92	-0.32	10.14	6.42	0.56	43.44	14.73
0	16	ERL122	NF	-0.18	34.67	-0.32	10.14	6.43	0.57	43.13	14.73
0	17	ERL122	NF	-0.16	34.99	-0.31	10.15	6.43	0.57	43.57	14.71
0	18	ERL122	NF	-0.14	35.43	-0.34	10.16	6.44	0.58	44.11	14.69
0	19	ERL122	NF	-0.12	36.09	-0.32	10.16	6.45	0.59	44.96	14.67
1	20	ERL122	NF	-0.11	35.75	-0.32	10.16	6.45	0.59	44.59	14.61
1	21	ERL122	NF	-0.09	35.74	-0.32	10.16	6.44	0.59	44.6	14.6
1	22	ERL122	NF	-0.09	35.67	-0.33	10.15	6.44	0.6	44.58	14.54
1	23	ERL122	NF	-0.07	35.93	-0.3	10.14	6.45	0.61	44.97	14.48
1		ERL122	NF	0	36.1	-0.27	10.12	6.45	0.64	45.2	14.47
1	0	ERL122	NF	-0.07	35.83	-0.32	10.13	6.44	0.62	44.87	14.44
1	1	ERL122	NF	-0.08	35.87	-0.32	10.11	6.44	0.63	45	14.38
1	2	ERL122	NF	-0.1	36.05	-0.32	10.09	6.43	0.63	45.23	14.32
1	3	ERL122	NF	-0.09	35.8	-0.31	10.07	6.43	0.64	45.03	14.27
1	4	ERL122	NF	-0.11	35.83	-0.32	10.05	6.42	0.65	45.13	14.21
1	5	ERL122	NF	-0.12	35.73	-0.3	10.04	6.41	0.67	45.06	14.16
1	6	ERL122	NF	-0.15	35.77	-0.31	10.05	6.42	0.66	45.14	14.14
1	7	ERL122	NF	-0.15	35.52	-0.3	10.07	6.42	0.65	44.82	14.14
1	8	ERL122	NF	-0.19	35.45	-0.31	10.08	6.42	0.64	44.69	14.16
1	9	ERL122	NF	-0.2	35.41	-0.31	10.09	6.42	0.62	44.62	14.21
1	10	ERL122	NF	-0.2	35.24	-0.28	10.1	6.42	0.59	44.32	14.28
1	11	ERL122	NF	-0.2	35.6	-0.31	10.12	6.43	0.57	44.7	14.34
1	12	ERL122	NF	-0.21	33.97	-0.31	10.14	6.43	0.56	42.53	14.45
1	13	ERL122	NF	-0.19	34.21	-0.31	10.16	6.44	0.56	42.75	14.53
1	14	ERL122	NF	-0.18	33.73	-0.33	10.17	6.44	0.56	42.11	14.56
1	15	ERL122	NF	-0.15	32.74	-0.3	10.17	6.4	0.56	40.96	14.48
1	16	ERL122	NF	-0.14	32.56	-0.31	10.17	6.38	0.57	40.9	14.34
1	17	ERL122	NF	-0.13	32.44	-0.3	10.16	6.38	0.58	40.84	14.24
1	18	ERL122	NF	-0.12	32.28	-0.31	10.16	6.38	0.59	40.77	14.11
1	19	ERL122	NF	-0.1	32.21	-0.3	10.16	6.38	0.6	40.79	13.98
2	20	ERL122	NF	-0.1	32.12	-0.32	10.17	6.38	0.62	40.9	13.8
2	21	ERL122	NF	-0.09	32	-0.31	10.15	6.38	0.63	40.77	13.71
2	22	ERL122	NF	-0.08	31.82	-0.33	10.14	6.37	0.64	40.73	13.56
2	23	ERL122	NF	-0.09	31.73	-0.33	10.14	6.37	0.66	40.74	13.41
2		ERL122	NF	-0.12	31.7	-0.31	10.13	6.38	0.63	40.8	13.32
2	0	ERL122	NF	-0.09	31.61	-0.33	10.13	6.36	0.68	40.76	13.25
2	1	ERL122	NF	-0.09	31.44	-0.32	10.13	6.35	0.7	40.7	13.08
2	2	ERL122	NF	-0.09	31.36	-0.33	10.13	6.35	0.71	40.77	12.92
2	3	ERL122	NF	-0.1	31.17	-0.33	10.14	6.32	0.72	40.67	12.79
2	4	ERL122	NF	-0.1	31.2	-0.32	10.15	6.34	0.74	40.83	12.65
2	5	ERL122	NF	-0.11	31.23	-0.32	10.16	6.35	0.76	41	12.53
2	6	ERL122	NF	-0.11	31.12	-0.32	10.17	6.35	0.78	40.94	12.43
2	7	ERL122	NF	-0.11	31.17	-0.32	10.19	6.36	0.8	41.1	12.35
2	8	ERL122	NF	-0.13	31.2	-0.31	10.21	6.37	0.82	41.21	12.28
2	9	ERL122	NF	-0.13	31.37	-0.32	10.23	6.38	0.84	41.47	12.24
2	10	ERL122	NF	-0.14	31.38	-0.32	10.25	6.38	0.84	41.52	12.22
2	11	ERL122	NF	-0.17	31.98	-0.32	10.27	6.39	0.84	42.31	12.23
2	12	ERL122	NF	-0.18	31.86	-0.31	10.29	6.4	0.83	42.09	12.28
2	13	ERL122	NF	-0.2	31.77	-0.33	10.31	6.4	0.81	41.92	12.32
2	14	ERL122	NF	-0.18	31.82	-0.32	10.33	6.4	0.8	41.95	12.36
2	15	ERL122	NF	-0.17	31.89	-0.32	10.35	6.41	0.8	42	12.39
2	16	ERL122	NF	-0.15	31.86	-0.31	10.37	6.41	0.81	41.95	12.41
2	17	ERL122	NF	-0.13	32.04	-0.3	10.39	6.42	0.81	42.16	12.43
2	18	ERL122	NF	-0.13	32.07	-0.33	10.4	6.42	0.81	42.2	12.44
2	19	ERL122	NF	-0.11	32.17	-0.3	10.42	6.42	0.82	42.34	12.44
3	20	ERL122	NF	-0.09	32.23	-0.33	10.44	6.43	0.83	42.37	12.46
3	21	ERL122	NF	-0.07	32.39	-0.32	10.44	6.43	0.84	42.66	12.39
3	22	ERL122	NF	-0.03	32.42	-0.31	10.44	6.44	0.85	42.77	12.34
3	23	ERL122	NF	-0.04	32.62	-0.31	10.43	6.43	0.83	43.04	12.33
3		ERL122	NF	0.01	32.8	-0.3	10.43	6.43	0.84	43.3	12.32
3	0	ERL122	NF	-0.04	32.66	-0.32	10.42	6.43	0.86	43.13	12.3
3	1	ERL122	NF	-0.02	32.19	-0.31	10.41	6.42	0.87	42.54	12.24
3	2	ERL122	NF	-0.03	32.43	-0.31	10.39	6.42	0.89	42.94	12.18
3	3	ERL122	NF	-0.04	32.5	-0.33	10.38	6.42	0.9	43.09	12.14
3	4	ERL122	NF	-0.03	32.42	-0.32	10.37	6.41	0.91	43.01	12.1
3	5	ERL122	NF	-0.09	32.41	-0.32	10.34	6.4	0.92	43.04	12.06
3	6	ERL122	NF	-0.13	32.41	-0.32	10.35	6.4	0.95	43.06	12.04
3	7	ERL122	NF	-0.13	32.13	-0.32	10.35	6.4	0.95	42.71	12.04
3	8	ERL122	NF	-0.16	32.01	-0.32	10.36	6.4	0.94	42.53	12.05
3	9	ERL122	NF	-0.2	32.08	-0.32	10.38	6.4	0.91	42.57	12.1
3	10	ERL122	NF	-0.17	31.89	-0.3	10.4	6.41	0.85	42.25	12.16
3	11	ERL122	NF	-0.18	31.84	-0.3	10.42	6.41	0.86	42.11	12.23
3	12	ERL122	NF	-0.24	31.67	-0.31	10.44	6.41	0.82	41.74	12.36
3	13	ERL122	NF	-0.24	31.77	-0.31	10.45	6.41	0.76	41.6	12.62
3	14	ERL122	NF	-0.24	32.18	-0.33	10.46	6.41	0.72	41.92	12.85
3	15	ERL122	NF	-0.22	32.45	-0.34	10.48	6.42	0.7	42.15	12.95
3	16	ERL122	NF	-0.23	32.41	-0.32	10.48	6.42	0.67	41.97	13.08
3	17	ERL122	NF	-0.22	32.63	-0.32	10.47	6.42	0.64	42.12	13.21
3	18	ERL122	NF	-0.2	32.75	-0.31	10.49	6.42	0.63	42.18	13.3
3	19	ERL122	NF	-0.17	32.98	-0.32	10.5	6.43	0.63	42.4	13.36
4	20	ERL122	NF	-0.13	33.12	-0.34	10.49	6.43	0.63	42.6	13.34
4	21	ERL122	NF	-0.13	33.33	-0.34	10.5	6.43	0.64	42.84	13.38
4	22	ERL122	NF	-0.09	33.4	-0.33	10.51	6.43	0.64	42.92	13.38
4	23	ERL122	NF	-0.06	33.33	-0.31	10.51	6.43	0.66	42.87	13.36
4		ERL122	NF	-0.06	33.3	-0.3	10.51	6.43	0.68	42.9	13.32
4	0	ERL122	NF	-0.06	33.22	-0.32	10.5	6.44	0.68	42.64	13.42
4	1	ERL122	NF	-0.06	33.29	-0.33	10.44	6.43	0.66	42.75	13.43
4	2	ERL122	NF	-0.07	33.2	-0.31	10.46	6.42	0.7	42.75	13.3
4	3	ERL122	NF	-0.07	33.04	-0.34	10.38	6.4	0.81	42.58	13.29
4	4	ERL122	NF	-0.08	32.96	-0.32	10.35	6.41	0.78	42.51	13.24
4	5	ERL122	NF	-0.08	33.1	-0.32	10.38	6.41	0.75	42.72	13.21
4	6	ERL122	NF	-0.1	33.07	-0.33	10.38	6.41	0.76	42.73	13.17
4	7	ERL122	NF	-0.11	32.44	-0.31	10.37	6.4	0.76	41.95	13.13
4	8	ERL122	NF	-0.08	32.67	-0.33	10.38	6.41	0.77	42.31	13.06
4	9	ERL122	NF	-0.1	32.84	-0.33	10.37	6.4	0.78	42.56	13.04
4	10	ERL122	NF	-0.11	31.95	-0.33	10.37	6.39	0.78	41.45	13.01
4	11	ERL122	NF	-0.1	31.66	-0.33	10.39	6.39	0.79	41.13	12.95
4	12	ERL122	NF	-0.11	31.84	-0.33	10.39	6.4	0.79	41.43	12.88
4	13	ERL122	NF	-0.09	31.74	-0.33	10.4	6.4	0.79	41.32	12.85
4	14	ERL122	NF	-0.06	31.87	-0.34	10.41	6.4	0.8	41.5	12.84
4	15	ERL122	NF	-0.06	31.9	-0.33	10.42	6.41	0.81	41.59	12.81
4	16	ERL122	NF	-0.05	32.17	-0.34	10.43	6.41	0.82	41.95	12.79
4	17	ERL122	NF	-0.05	31.73	-0.32	10.43	6.41	0.82	41.37	12.78
4	18	ERL122	NF	-0.05	31.39	-0.33	10.44	6.4	0.83	40.98	12.75
4	19	ERL122	NF	-0.03	31.4	-0.34	10.44	6.4	0.85	41.03	12.7
5	20	ERL122	NF	0.01	31.95	-0.33	10.44	6.41	0.85	41.8	12.67
5	21	ERL122	NF	0.03	32.36	-0.32	10.43	6.41	0.85	42.28	12.65
5	22	ERL122	NF	0.05	32.4	-0.32	10.42	6.41	0.85	42.4	12.62
5	23	ERL122	NF	0.04	32.31	-0.32	10.42	6.4	0.85	42.34	12.58
5		ERL122	NF	0.01	32.1	-0.29	10.41	6.4	0.87	42.1	12.57
5	0	ERL122	NF	0.03	32.18	-0.32	10.39	6.39	0.89	42.23	12.54
5	1	ERL122	NF	-0.01	32.27	-0.32	10.38	6.39	0.89	42.37	12.51
5	2	ERL122	NF	0.02	32.24	-0.32	10.37	6.38	0.93	42.36	12.49
0	20	ERL152	NF	-0.27	90.13	-0.73	11.16	9.77	2.97	112.56	14.57
0	21	ERL152	NF	-0.29	90.05	-0.73	11.07	9.76	2.92	112.5	14.54
0	22	ERL152	NF	-0.28	90.06	-0.76	11.07	9.76	2.92	112.56	14.53
0	23	ERL152	NF	-0.24	89.89	-0.75	11.19	9.77	3.03	112.44	14.5
0	0	ERL152	NF	-0.28	89.92	-0.75	11.06	9.74	3	112.49	14.51
0	1	ERL152	NF	-0.28	89.91	-0.76	11.06	9.75	3	112.4	14.53
0	2	ERL152	NF	-0.27	89.91	-0.76	11.08	9.75	3	112.4	14.54
0	3	ERL152	NF	-0.27	89.94	-0.77	11.11	9.76	3.02	112.4	14.51
0	4	ERL152	NF	-0.27	89.91	-0.76	11.06	9.75	3.02	112.4	14.52
0	5	ERL152	NF	-0.28	89.94	-0.76	11.05	9.74	3.07	112.47	14.52
0	6	ERL152	NF	-0.28	90.16	-0.77	11.05	9.74	3.06	112.62	14.55
0	7	ERL152	NF	-0.28	91.01	-0.74	11.15	9.78	2.84	113.17	14.75
0	8	ERL152	NF	-0.29	91.12	-0.78	11.23	9.8	2.92	113.46	14.7
0	9	ERL152	NF	-0.3	91.55	-0.76	11.13	9.78	2.87	114.04	14.68
0	10	ERL152	NF	-0.29	91.64	-0.78	11.07	9.75	2.92	114.1	14.69
0	11	ERL152	NF	-0.29	91.24	-0.77	11.15	9.77	2.88	113.41	14.77
0	12	ERL152	NF	-0.29	91.6	-0.77	11.14	9.79	2.71	113.44	14.92
0	13	ERL152	NF	-0.29	91.47	-0.77	11.14	9.77	2.83	113.41	14.87
0	14	ERL152	NF	-0.3	91.19	-0.77	11.16	9.77	2.89	113.13	14.85
0	15	ERL152	NF	-0.3	91.42	-0.76	11.24	9.8	2.85	113.23	14.91
0	16	ERL152	NF	-0.3	91.61	-0.75	11.21	9.79	2.81	113.35	14.96
0	17	ERL152	NF	-0.28	91.6	-0.75	11.23	9.79	2.84	113.32	14.97
0	18	ERL152	NF	-0.27	91.68	-0.75	11.25	9.8	2.79	113.28	15.02
0	19	ERL152	NF	-0.28	91.83	-0.77	11.24	9.8	2.78	113.36	15.06
1	20	ERL152	NF	-0.28	91.79	-0.76	11.25	9.81	2.82	113.38	15.03
1	21	ERL152	NF	-0.26	91.99	-0.77	11.32	9.79	2.91	113.76	14.98
1	22	ERL152	NF	-0.26	92.26	-0.76	11.34	9.78	2.98	114.13	14.97
1	23	ERL152	NF	-0.26	92.3	-0.75	11.57	9.86	2.71	113.95	15.05
1		ERL152	NF	-0.25	92.5	-0.78	11.39	9.78	2.9	114.5	14.95
1	0	ERL152	NF	-0.25	92.11	-0.76	11.57	9.88	2.72	113.9	14.99
1	1	ERL152	NF	-0.25	92.12	-0.73	11.68	9.9	2.66	113.94	14.97
1	2	ERL152	NF	-0.21	91.83	-0.7	11.64	9.9	2.68	113.77	14.91
1	3	ERL152	NF	-0.19	91.66	-0.69	11.64	9.9	2.69	113.67	14.86
1	4	ERL152	NF	-0.24	91.43	-0.74	11.54	9.88	2.73	113.68	14.75
1	5	ERL152	NF	-0.2	91.33	-0.75	11.57	9.89	2.73	113.65	14.72
1	6	ERL152	NF	-0.09	91.3	-0.73	11.56	9.88	2.71	113.62	14.68
1	7	ERL152	NF	-0.04	91.23	-0.73	11.57	9.88	2.67	113.66	14.67
1	8	ERL152	NF	-0.17	91.33	-0.74	11.57	9.88	2.64	113.7	14.71
1	9	ERL152	NF	-0.27	91.35	-0.75	11.55	9.87	2.73	113.7	14.71
1	10	ERL152	NF	-0.28	91.39	-0.75	11.56	9.88	2.76	113.7	14.74
1	11	ERL152	NF	-0.28	91.55	-0.77	11.59	9.88	2.69	113.7	14.82
1	12	ERL152	NF	-0.1	92.03	-0.73	11.73	9.91	2.57	113.71	15.03
1	13	ERL152	NF	-0.09	92.64	-0.75	11.99	9.95	2.54	113.9	15.23
1	14	ERL152	NF	-0.18	92.67	-0.76	12.11	9.96	2.62	113.91	15.23
1	15	ERL152	NF	0.1	92.73	-0.73	12.06	9.98	2.6	113.92	15.26
1	16	ERL152	NF	-0.04	92.13	-0.75	11.84	9.97	2.68	113.72	15.06
1	17	ERL152	NF	-0.05	91.71	-0.74	11.7	9.95	2.75	113.58	14.92
1	19	ERL152	NF	-0.07	90.69	-0.74	11.39	9.92	2.93	113.29	14.55
2	20	ERL152	NF	-0.05	90.21	-0.74	11.27	9.91	2.97	113.11	14.4
2	21	ERL152	NF	-0.07	89.73	-0.72	11.17	9.9	3	112.91	14.25
2	22	ERL152	NF	-0.11	89.23	-0.72	11.04	9.89	3.03	112.75	14.08
2	23	ERL152	NF	0.02	88.81	-0.73	10.93	9.88	3.06	112.64	13.92
2		ERL152	NF	-0.2	88.6	-0.71	10.89	9.88	3.12	112.6	13.86
2	0	ERL152	NF	-0.01	88.41	-0.72	10.84	9.87	3.09	112.55	13.78
2	1	ERL152	NF	-0.06	87.87	-0.72	10.73	9.85	3.13	112.43	13.57
2	2	ERL152	NF	-0.05	87.39	-0.73	10.64	9.83	3.17	112.3	13.38
2	3	ERL152	NF	0	86.85	-0.72	10.54	9.81	3.21	112.19	13.18
2	4	ERL152	NF	-0.18	86.33	-0.73	10.46	9.79	3.23	112.05	12.98
2	5	ERL152	NF	-0.17	85.95	-0.73	10.41	9.77	3.24	111.96	12.84
2	6	ERL152	NF	-0.19	85.67	-0.74	10.37	9.75	3.25	111.9	12.73
2	7	ERL152	NF	-0.13	85.38	-0.71	10.34	9.74	3.25	111.84	12.61
2	8	ERL152	NF	-0.17	85.23	-0.72	10.33	9.74	3.23	111.8	12.55
2	9	ERL152	NF	-0.22	85.2	-0.71	10.34	9.73	3.2	111.9	12.52
2	10	ERL152	NF	-0.23	85.22	-0.71	10.35	9.73	3.16	111.9	12.52
2	11	ERL152	NF	-0.23	85.27	-0.76	10.35	9.73	3.13	111.9	12.54
3	3	ERL152	NF	-0.2	85.52	-0.73	11.02	9.83	3.15	112.1	12.58
3	4	ERL152	NF	-0.22	85.5	-0.74	11.01	9.83	3.15	112.11	12.55
3	5	ERL152	NF	-0.23	85.5	-0.71	10.99	9.83	3.16	112.24	12.5
3	6	ERL152	NF	-0.23	85.5	-0.74	10.98	9.83	3.15	112.3	12.49
3	7	ERL152	NF	-0.2	85.5	-0.72	10.96	9.82	3.15	112.33	12.48
3	8	ERL152	NF	-0.23	85.41	-0.71	10.98	9.83	3.18	112.27	12.47
3	9	ERL152	NF	-0.2	85.37	-0.73	11.09	9.84	3.13	112.12	12.5
3	10	ERL152	NF	-0.23	85.45	-0.74	11.08	9.84	3.08	112.17	12.54
3	11	ERL152	NF	-0.26	85.62	-0.73	11.19	9.86	3.06	112.21	12.6
3	12	ERL152	NF	-0.26	85.8	-0.73	11.37	9.89	3.03	112.18	12.69
3	13	ERL152	NF	-0.23	86.24	-0.72	11.46	9.89	2.99	112.28	12.85
3	14	ERL152	NF	-0.24	86.86	-0.73	11.71	9.94	2.88	112.4	13.1
3	15	ERL152	NF	-0.29	87.21	-0.74	11.79	9.95	2.88	112.48	13.24
3	16	ERL152	NF	-0.25	86.92	-0.75	11.64	9.92	3.02	112.34	13.16
3	17	ERL152	NF	-0.27	87.48	-0.74	11.52	9.9	2.89	112.61	13.32
3	18	ERL152	NF	-0.28	87.58	-0.74	11.52	9.9	2.88	112.62	13.36
3	19	ERL152	NF	-0.26	87.58	-0.74	11.51	9.9	2.91	112.62	13.35
3	20	ERL152	NF	-0.28	87.8	-0.75	11.57	9.92	2.87	112.6	13.48
4	20	ERL152	NF	-0.28	87.79	-0.74	11.52	9.9	2.89	112.75	13.4
4	22	ERL152	NF	-0.24	87.68	-0.73	11.63	9.91	2.94	112.67	13.39
4	23	ERL152	NF	-0.25	87.6	-0.74	11.78	9.94	2.97	112.57	13.39
4		ERL152	NF	-0.25	87.6	-0.68	11.78	9.93	2.91		13.4
4	0	ERL152	NF	-0.23	87.54	-0.75	11.81	9.95	3.01	112.6	13.37
4	1	ERL152	NF	-0.24	87.6	-0.74	11.74	9.93	3.02	112.59	13.39
4	2	ERL152	NF	-0.26	87.56	-0.75	11.8	9.95	3.02	112.55	13.38
4	3	ERL152	NF	-0.25	87.6	-0.74	11.65	9.92	3.02	112.58	13.38
4	4	ERL152	NF	-0.25	87.64	-0.72	11.69	9.93	3.01	112.58	13.41
