Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
6/19/2024;16:43:35;0;greeenland;0.04;7.35;5.1;-0.057;6.72;1.32;6.9;101.4;102.7;10.83;-0.082;0;6.8;1.54;1.54;4;6.68;5.1;12.378;-0.057;5.95;0
6/19/2024;16:43:37;0;greeenland;0.02;7.29;5.1;-0.058;6.72;1.32;6.9;101.4;102.8;10.83;-0.082;0;6.8;1.57;1.57;4;6.68;5.2;12.381;-0.064;5.95;0
6/19/2024;16:43:39;0;greeenland;0.04;7.36;5.2;-0.057;6.73;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.56;1.56;4;6.68;5.3;12.385;-0.05;5.95;0
6/19/2024;16:43:41;0;greeenland;0;7.22;5.2;-0.058;6.73;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.57;1.57;4;6.68;5.4;12.389;-0.062;5.95;0
6/19/2024;16:43:43;0;greeenland;0.03;7.32;5.2;-0.057;6.73;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.56;1.56;4;6.67;5.5;12.393;-0.05;5.95;0
6/19/2024;16:43:45;0;greeenland;0.02;7.3;5.2;-0.058;6.74;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.56;1.56;4;6.67;5.8;12.395;-0.065;5.95;0
6/19/2024;16:43:47;0;greeenland;0.02;7.29;5.2;-0.058;6.74;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.57;1.57;4;6.66;6;12.395;-0.058;5.95;0
6/19/2024;16:43:49;0;greeenland;-0.02;7.17;5.1;-0.058;6.74;1.32;6.9;101.4;102.8;10.83;-0.082;0;6.8;1.58;1.58;4;6.66;6.1;12.392;-0.057;5.95;0
6/19/2024;16:43:51;0;greeenland;-0.02;7.17;5.1;-0.058;6.74;1.32;6.9;101.4;102.8;10.83;-0.082;0;6.8;1.58;1.58;4;6.66;6.1;12.388;-0.059;5.95;0
6/19/2024;16:43:53;0;greeenland;-0.01;7.2;5.1;-0.058;6.74;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.61;1.61;4;6.66;6.1;12.382;-0.052;5.95;0
6/19/2024;16:43:55;0;greeenland;-0.02;7.18;5.1;-0.058;6.73;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.57;1.57;4;6.66;6.2;12.377;-0.059;5.95;0
6/19/2024;16:43:57;0;greeenland;-0.01;7.2;5.1;-0.058;6.74;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.59;1.59;4;6.66;6.2;12.373;-0.052;5.95;0
6/19/2024;16:43:59;0;greeenland;0.02;7.29;5.1;-0.058;6.75;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.58;1.58;4;6.66;6.2;12.37;-0.055;5.95;0
6/19/2024;16:44:01;0;greeenland;0.03;7.31;5.1;-0.058;6.75;1.32;6.9;101.4;102.8;10.84;-0.082;0;6.8;1.56;1.56;4;6.66;6;12.368;-0.053;5.94;0
6/19/2024;16:44:03;0;greeenland;0.01;7.27;5.1;-0.058;6.74;1.32;6.9;101.5;102.8;10.84;-0.082;0;6.8;1.56;1.56;4;6.67;5.9;12.365;-0.057;5.94;0
6/19/2024;16:44:05;0;greeenland;0.01;7.27;5.1;-0.057;6.74;1.32;6.9;101.5;102.8;10.85;-0.082;0;6.8;1.54;1.54;4;6.67;5.9;12.363;-0.057;5.94;0
6/19/2024;16:44:07;0;greeenland;0.02;7.28;5.1;-0.058;6.74;1.32;6.9;101.5;102.9;10.85;-0.082;0;6.8;1.53;1.53;4;6.67;5.8;12.359;-0.061;5.94;0
6/19/2024;16:44:09;0;greeenland;0.03;7.33;5.1;-0.057;6.75;1.32;6.9;101.5;102.9;10.85;-0.082;0;6.8;1.52;1.52;4;6.67;5.6;12.356;-0.056;5.94;0
6/19/2024;16:44:11;0;greeenland;0.05;7.39;5.1;-0.057;6.75;1.33;6.9;101.5;102.9;10.86;-0.082;0;6.8;1.5;1.5;4;6.67;5.6;12.356;-0.053;5.94;0
6/19/2024;16:44:13;0;greeenland;0.05;7.38;5.1;-0.057;6.76;1.33;6.9;101.6;102.9;10.86;-0.081;0;6.8;1.5;1.5;4;6.67;5.6;12.354;-0.057;5.94;0
6/19/2024;16:44:15;0;greeenland;0.04;7.35;5.1;-0.057;6.76;1.33;6.9;101.6;102.9;10.86;-0.081;0;6.8;1.52;1.52;4;6.67;5.5;12.354;-0.062;5.94;0
6/19/2024;16:44:17;0;greeenland;0.01;7.27;5.1;-0.057;6.76;1.33;6.9;101.6;103;10.86;-0.081;0;6.8;1.48;1.48;4;6.67;5.5;12.353;-0.051;5.94;0
6/19/2024;16:44:19;0;greeenland;0.01;7.25;5.1;-0.057;6.75;1.33;6.9;101.6;103;10.86;-0.081;0;6.8;1.49;1.49;4;6.67;5.5;12.351;-0.061;5.94;0
6/19/2024;16:44:21;0;greeenland;0.02;7.28;5.1;-0.057;6.76;1.33;6.9;101.6;103;10.87;-0.082;0;6.8;1.49;1.49;4;6.67;5.6;12.351;-0.063;5.93;0
6/19/2024;16:44:23;0;greeenland;0.01;7.27;5.1;-0.057;6.76;1.33;6.9;101.6;103;10.87;-0.081;0;6.8;1.48;1.48;4;6.67;5.5;12.353;-0.055;5.93;0
6/19/2024;16:44:25;0;greeenland;0.03;7.32;5.1;-0.057;6.76;1.33;6.9;101.7;103;10.87;-0.081;0;6.8;1.47;1.47;4;6.75;1.4;12.355;-0.05;5.93;0
6/19/2024;16:44:27;0;greeenland;0.07;7.44;5.1;-0.057;6.75;1.33;6.9;101.7;103;10.87;-0.081;0;6.8;1.48;1.48;4;6.67;5.5;12.358;-0.063;5.93;0
6/19/2024;16:44:29;0;greeenland;0.11;7.56;5.1;-0.057;6.76;1.33;6.9;101.7;103;10.87;-0.081;0;6.8;1.48;1.48;4;6.69;4.3;12.362;-0.051;5.93;0
6/19/2024;16:44:31;0;greeenland;0.07;7.45;5.1;-0.057;6.75;1.33;6.9;101.7;103.1;10.87;-0.081;0;6.8;1.48;1.48;4;6.71;3.4;12.368;-0.059;5.94;0
6/19/2024;16:44:33;0;greeenland;0.06;7.43;5.1;-0.057;6.74;1.32;6.9;101.7;103.1;10.87;-0.08;0;6.8;1.49;1.49;4;6.73;2.6;12.375;-0.054;5.94;0
6/19/2024;16:44:35;0;greeenland;0.06;7.43;5.1;-0.057;6.73;1.32;6.9;101.7;103.1;10.87;-0.081;0;6.8;1.5;1.5;4;6.73;2.2;12.38;-0.059;5.94;0
6/19/2024;16:44:37;0;greeenland;0.04;7.37;5.1;-0.057;6.73;1.32;6.9;101.8;103.1;10.87;-0.081;0;6.8;1.51;1.51;4;6.73;2.5;12.384;-0.06;5.94;0
6/19/2024;16:44:39;0;greeenland;0.01;7.26;5.1;-0.057;6.73;1.32;6.9;101.8;103.1;10.87;-0.081;0;6.8;1.52;1.52;4;6.72;2.9;12.385;-0.053;5.94;0
6/19/2024;16:44:41;0;greeenland;0;7.24;5.1;-0.057;6.72;1.32;6.9;101.8;103.1;10.87;-0.081;0;6.8;1.54;1.54;4;6.71;3.2;12.386;-0.06;5.94;0
6/19/2024;16:44:43;0;greeenland;-0.02;7.18;5.1;-0.057;6.73;1.32;6.9;101.8;103.1;10.87;-0.081;0;6.8;1.57;1.57;4;6.71;3.4;12.386;-0.051;5.94;0
6/19/2024;16:44:45;0;greeenland;0;7.23;5.1;-0.057;6.72;1.32;6.9;101.8;103.1;10.87;-0.081;0;6.8;1.57;1.57;4;6.71;3.6;12.383;-0.061;5.94;0
6/19/2024;16:44:47;0;greeenland;-0.01;7.21;5.1;-0.057;6.72;1.31;6.9;101.7;103.1;10.87;-0.081;0;6.8;1.54;1.54;4;6.67;5.5;12.379;-0.056;5.94;0
6/19/2024;16:44:49;0;greeenland;-0.01;7.21;5.1;-0.057;6.72;1.32;6.9;101.7;103.1;10.87;-0.081;0;6.8;1.52;1.52;4;6.65;7;12.373;-0.059;5.94;0
6/19/2024;16:44:51;0;greeenland;0;7.23;5.1;-0.057;6.73;1.32;6.9;101.7;103.1;10.87;-0.081;0;6.8;1.51;1.51;4;6.65;6.7;12.367;-0.059;5.93;0
6/19/2024;16:44:53;0;greeenland;0.01;7.26;5.1;-0.058;6.72;1.32;6.9;101.7;103.1;10.87;-0.082;0;6.8;1.51;1.51;4;6.66;6.3;12.361;-0.058;5.93;0
6/19/2024;16:44:55;0;greeenland;0.01;7.26;5.1;-0.058;6.73;1.32;6.9;101.7;103;10.87;-0.082;0;6.8;1.49;1.49;4;6.66;6.1;12.357;-0.058;5.93;0
6/19/2024;16:44:57;0;greeenland;0.01;7.27;5.1;-0.058;6.74;1.32;6.9;101.7;103.1;10.87;-0.083;0;6.8;1.5;1.5;4;6.66;6.2;12.355;-0.063;5.93;0
6/19/2024;16:44:59;0;greeenland;0.02;7.3;5.1;-0.058;6.73;1.32;6.9;101.7;103.1;10.87;-0.082;0;6.8;1.51;1.51;4;6.67;5.6;12.356;-0.06;5.93;0
6/19/2024;16:45:01;0;greeenland;0.02;7.28;5.1;-0.058;6.73;1.32;6.9;101.8;103.1;10.88;-0.083;0;6.8;1.51;1.51;4;6.78;-0.4;12.36;-0.057;5.94;0
6/19/2024;16:45:03;0;greeenland;0.02;7.3;5.1;-0.058;6.74;1.32;6.9;101.8;103.1;10.88;-0.083;0;6.8;1.48;1.48;4;6.79;-1.2;12.366;-0.061;5.94;0
6/19/2024;16:45:05;0;greeenland;0.01;7.26;5.1;-0.058;6.74;1.32;6.9;101.8;103.2;10.88;-0.082;0;6.7;1.51;1.51;4;6.78;-0.7;12.375;-0.053;5.94;0
6/19/2024;16:45:07;0;greeenland;0.03;7.33;5.1;-0.058;6.74;1.32;6.9;101.8;103.2;10.88;-0.083;0;6.7;1.55;1.55;4;6.77;0;12.383;-0.062;5.94;0
6/19/2024;16:45:09;0;greeenland;0;7.24;5.1;-0.058;6.72;1.32;6.8;101.9;103.2;10.88;-0.083;0;6.7;1.55;1.55;4;6.77;0.2;12.391;-0.054;5.94;0
6/19/2024;16:45:11;0;greeenland;-0.01;7.21;5.1;-0.059;6.73;1.32;6.8;101.9;103.2;10.88;-0.083;0;6.7;1.57;1.57;4;6.76;0.8;12.398;-0.062;5.94;0
6/19/2024;16:45:13;0;greeenland;0.03;7.33;5.1;-0.058;6.73;1.32;6.8;101.9;103.2;10.88;-0.083;0;6.7;1.58;1.58;4;6.75;1.3;12.405;-0.054;5.94;0
6/19/2024;16:45:15;0;greeenland;0.02;7.29;5.1;-0.058;6.71;1.31;6.8;101.9;103.2;10.88;-0.083;0;6.7;1.57;1.57;4;6.74;1.8;12.41;-0.053;5.94;0
6/19/2024;16:45:17;0;greeenland;0.03;7.32;5;-0.058;6.7;1.31;6.8;101.9;103.2;10.88;-0.083;0;6.6;1.55;1.55;4;6.73;2;12.416;-0.059;5.94;0
6/19/2024;16:45:19;0;greeenland;0.03;7.34;5;-0.059;6.7;1.31;6.7;101.9;103.2;10.88;-0.083;0;6.6;1.55;1.55;4;6.73;2.2;12.421;-0.069;5.94;0
6/19/2024;16:45:21;0;greeenland;0.04;7.36;5;-0.059;6.7;1.31;6.7;101.9;103.2;10.87;-0.083;0;6.6;1.55;1.55;4;6.73;2.4;12.426;-0.059;5.94;0
6/19/2024;16:45:23;0;greeenland;0.05;7.37;5;-0.059;6.69;1.31;6.8;101.9;103.2;10.87;-0.083;0;6.6;1.55;1.55;4;6.73;2.2;12.431;-0.061;5.94;0
6/19/2024;16:45:25;0;greeenland;0.04;7.37;5.1;-0.059;6.69;1.31;6.8;101.9;103.3;10.87;-0.083;0;6.7;1.53;1.53;4;6.73;2;12.437;-0.051;5.94;0
6/19/2024;16:45:27;0;greeenland;0.06;7.42;5.1;-0.059;6.68;1.3;6.8;101.9;103.3;10.87;-0.083;0;6.7;1.5;1.5;4;6.73;2.2;12.442;-0.065;5.94;0
6/19/2024;16:45:29;0;greeenland;0.06;7.4;5.1;-0.058;6.69;1.3;6.8;101.9;103.3;10.87;-0.083;0;6.7;1.51;1.51;4;6.74;2;12.447;-0.049;5.94;0
6/19/2024;16:45:31;0;greeenland;0.03;7.31;5.1;-0.059;6.68;1.3;6.8;101.9;103.3;10.87;-0.083;0;6.7;1.51;1.51;4;6.83;-3.2;12.452;-0.065;5.94;0
6/19/2024;16:45:33;0;greeenland;0;7.23;5.1;-0.058;6.67;1.3;6.8;101.9;103.3;10.87;-0.083;0;6.7;1.53;1.53;4;6.79;-1.3;12.459;-0.048;5.94;0
6/19/2024;16:45:35;0;greeenland;-0.01;7.2;5.1;-0.058;6.69;1.3;6.8;102;103.3;10.87;-0.083;0;6.7;1.55;1.55;4;6.79;-1.4;12.465;-0.059;5.94;0
6/19/2024;16:45:37;0;greeenland;-0.01;7.2;5.1;-0.058;6.69;1.3;6.8;102;103.4;10.88;-0.082;0;6.7;1.54;1.54;4;6.79;-0.8;12.47;-0.056;5.94;0
6/19/2024;16:45:39;0;greeenland;-0.04;7.12;5.1;-0.058;6.68;1.3;6.8;102;103.4;10.88;-0.083;0;6.7;1.55;1.55;4;6.7;3.9;12.474;-0.059;5.94;0
6/19/2024;16:45:41;0;greeenland;-0.04;7.12;5.1;-0.058;6.69;1.3;6.8;102;103.4;10.88;-0.083;0;6.7;1.53;1.53;4;6.69;4.4;12.477;-0.061;5.94;0
6/19/2024;16:45:43;0;greeenland;-0.04;7.11;5.1;-0.058;6.69;1.3;6.8;102;103.4;10.87;-0.083;0;6.7;1.52;1.52;4;6.7;4;12.48;-0.064;5.94;0
6/19/2024;16:45:45;0;greeenland;-0.03;7.15;5.1;-0.058;6.69;1.31;6.8;102;103.3;10.87;-0.083;0;6.7;1.54;1.54;4;6.66;6;12.483;-0.054;5.94;0
6/19/2024;16:45:47;0;greeenland;-0.02;7.18;5.1;-0.058;6.7;1.31;6.9;102;103.3;10.87;-0.083;0;6.7;1.53;1.53;4;6.67;6;12.488;-0.058;5.94;0
6/19/2024;16:45:49;0;greeenland;0;7.24;5.1;-0.059;6.71;1.31;6.9;102;103.3;10.87;-0.083;0;6.7;1.54;1.54;4;6.85;-4.6;12.496;-0.062;5.94;0
6/19/2024;16:45:51;0;greeenland;0;7.22;5.1;-0.059;6.72;1.31;6.9;101.9;103.3;10.86;-0.083;0;6.8;1.5;1.5;4;6.77;0.2;12.504;-0.053;5.94;0
6/19/2024;16:45:53;0;greeenland;0;7.23;5.1;-0.059;6.71;1.31;6.9;101.9;103.3;10.86;-0.084;0;6.8;1.49;1.49;4;6.73;2.6;12.512;-0.054;5.94;0
6/19/2024;16:45:55;0;greeenland;-0.01;7.21;5.1;-0.059;6.71;1.31;6.9;101.9;103.3;10.86;-0.083;0;6.8;1.47;1.47;4;6.73;2.1;12.521;-0.052;5.94;0
6/19/2024;16:45:57;0;greeenland;0.01;7.27;5.1;-0.059;6.71;1.31;6.9;102;103.3;10.86;-0.084;0;6.8;1.46;1.46;4;6.84;-4;12.532;-0.063;5.94;0
6/19/2024;16:45:59;0;greeenland;0;7.25;5.1;-0.058;6.71;1.31;6.9;102;103.3;10.86;-0.083;0;6.7;1.47;1.47;4;6.83;-3.5;12.543;-0.054;5.94;0
6/19/2024;16:46:01;0;greeenland;-0.02;7.18;5.1;-0.059;6.7;1.31;6.9;102;103.3;10.85;-0.083;0;6.8;1.46;1.46;4;6.75;1;12.552;-0.053;5.94;0
6/19/2024;16:46:03;0;greeenland;0;7.25;5.2;-0.058;6.69;1.31;6.9;102;103.3;10.85;-0.083;0;6.8;1.47;1.47;4;6.76;0.4;12.56;-0.057;5.94;0
6/19/2024;16:46:05;0;greeenland;0.02;7.29;5.2;-0.058;6.69;1.3;6.9;102;103.3;10.85;-0.083;0;6.8;1.46;1.46;4;6.77;-0.1;12.567;-0.055;5.94;0
6/19/2024;16:46:07;0;greeenland;0.02;7.31;5.2;-0.058;6.68;1.3;6.9;102;103.4;10.85;-0.083;0;6.8;1.49;1.49;4;6.78;-0.6;12.576;-0.06;5.94;0
6/19/2024;16:46:09;0;greeenland;0.02;7.29;5.2;-0.058;6.67;1.3;6.9;102;103.3;10.85;-0.083;0;6.8;1.52;1.52;4;6.79;-1.3;12.583;-0.057;5.94;0
6/19/2024;16:46:11;0;greeenland;0.04;7.34;5.2;-0.059;6.67;1.3;6.9;102;103.3;10.84;-0.083;0;6.8;1.51;1.51;4;6.8;-1.7;12.589;-0.06;5.94;0
6/19/2024;16:46:13;0;greeenland;0.01;7.27;5.2;-0.058;6.67;1.3;6.9;102;103.3;10.84;-0.083;0;6.8;1.5;1.5;4;6.68;5.2;12.594;-0.062;5.94;0
6/19/2024;16:46:15;0;greeenland;0.01;7.27;5.2;-0.059;6.68;1.3;6.9;101.9;103.3;10.84;-0.084;0;6.8;1.52;1.52;4;6.77;-0.1;12.599;-0.057;5.94;0
6/19/2024;16:46:17;0;greeenland;0;7.22;5.2;-0.059;6.68;1.3;6.9;101.9;103.3;10.84;-0.083;0;6.8;1.52;1.52;4;6.82;-2.9;12.605;-0.065;5.94;0
6/19/2024;16:46:19;0;greeenland;0.02;7.28;5.2;-0.058;6.67;1.3;6.9;101.9;103.3;10.84;-0.083;0;6.8;1.51;1.51;4;6.83;-3.3;12.613;-0.052;5.94;0
6/19/2024;16:46:21;0;greeenland;0.02;7.3;5.2;-0.059;6.67;1.3;6.9;101.9;103.3;10.83;-0.083;0;6.8;1.49;1.49;4;6.82;-2.8;12.62;-0.064;5.94;0
6/19/2024;16:46:23;0;greeenland;0.03;7.32;5.2;-0.058;6.67;1.3;6.9;101.9;103.3;10.83;-0.083;0;6.8;1.5;1.5;4;6.82;-3;12.627;-0.053;5.94;0
6/19/2024;16:46:25;0;greeenland;0.03;7.33;5.2;-0.059;6.67;1.3;6.9;102;103.3;10.83;-0.083;0;6.8;1.5;1.5;4;6.82;-2.6;12.635;-0.066;5.94;0
6/19/2024;16:46:27;0;greeenland;0.02;7.3;5.2;-0.058;6.68;1.3;6.9;102;103.3;10.83;-0.083;0;6.8;1.48;1.48;4;6.81;-2.1;12.646;-0.056;5.94;0
6/19/2024;16:46:29;0;greeenland;0;7.24;5.2;-0.058;6.67;1.3;6.9;102;103.4;10.83;-0.083;0;6.8;1.48;1.48;4;6.81;-2.3;12.656;-0.058;5.94;0
6/19/2024;16:46:31;0;greeenland;-0.01;7.19;5.2;-0.058;6.67;1.3;6.9;102;103.4;10.83;-0.083;0;6.8;1.45;1.45;4;6.82;-2.5;12.666;-0.061;5.94;0
6/19/2024;16:46:33;0;greeenland;0.01;7.27;5.2;-0.058;6.68;1.3;6.9;102;103.3;10.83;-0.083;0;6.8;1.43;1.43;4;6.82;-2.9;12.676;-0.054;5.94;0
6/19/2024;16:46:35;0;greeenland;-0.02;7.18;5.2;-0.058;6.67;1.3;6.9;102;103.3;10.82;-0.083;0;6.8;1.45;1.45;4;6.7;4.2;12.687;-0.06;5.94;0
6/19/2024;16:46:37;0;greeenland;0.01;7.26;5.2;-0.058;6.68;1.3;6.9;102;103.3;10.82;-0.083;0;6.8;1.44;1.44;4;6.79;-1.3;12.697;-0.057;5.94;0
6/19/2024;16:46:39;0;greeenland;0;7.23;5.2;-0.059;6.68;1.3;6.9;102;103.3;10.82;-0.083;0;6.8;1.44;1.44;4;6.7;4;12.705;-0.059;5.94;0
6/19/2024;16:46:41;0;greeenland;0.02;7.3;5.2;-0.059;6.67;1.3;6.9;101.9;103.3;10.81;-0.083;0;6.8;1.43;1.43;4;6.7;4.2;12.711;-0.057;5.94;0
6/19/2024;16:46:43;0;greeenland;0.01;7.27;5.2;-0.059;6.67;1.3;6.9;101.9;103.3;10.81;-0.083;0;6.8;1.43;1.43;4;6.61;9.2;12.711;-0.059;5.94;0
6/19/2024;16:46:45;0;greeenland;0;7.24;5.2;-0.058;6.67;1.3;6.9;101.9;103.2;10.8;-0.083;0;6.8;1.46;1.46;4;6.58;10.9;12.706;-0.054;5.94;0
6/19/2024;16:46:47;0;greeenland;0.01;7.27;5.2;-0.058;6.66;1.3;6.9;101.8;103.2;10.8;-0.083;0;6.8;1.45;1.45;4;6.6;9.9;12.698;-0.059;5.94;0
6/19/2024;16:46:49;0;greeenland;0.02;7.28;5.2;-0.058;6.66;1.29;6.9;101.8;103.2;10.8;-0.083;0;6.8;1.47;1.47;4;6.75;1.4;12.694;-0.061;5.94;0
6/19/2024;16:46:51;0;greeenland;0;7.23;5.2;-0.059;6.65;1.29;6.9;101.8;103.1;10.8;-0.083;0;6.8;1.47;1.47;4;6.7;4.2;12.692;-0.055;5.94;0
6/19/2024;16:46:53;0;greeenland;0;7.22;5.2;-0.059;6.64;1.29;6.9;101.8;103.1;10.8;-0.083;0;6.7;1.47;1.47;4;6.69;4.5;12.691;-0.06;5.94;0
6/19/2024;16:46:55;0;greeenland;0.02;7.29;5.2;-0.059;6.65;1.29;6.9;101.8;103.1;10.8;-0.083;0;6.7;1.48;1.48;4;6.69;4.7;12.694;-0.059;5.94;0
6/19/2024;16:46:57;0;greeenland;0.01;7.26;5.1;-0.058;6.63;1.28;6.8;101.8;103.2;10.8;-0.083;0;6.7;1.47;1.47;4;6.68;5.1;12.703;-0.06;5.94;0
6/19/2024;16:46:59;0;greeenland;0;7.22;5.1;-0.059;6.63;1.29;6.8;101.8;103.2;10.8;-0.083;0;6.7;1.49;1.49;4;6.67;5.5;12.718;-0.063;5.94;0
6/19/2024;16:47:01;0;greeenland;0;7.23;5.1;-0.058;6.64;1.29;6.8;101.9;103.2;10.8;-0.083;0;6.7;1.51;1.51;4;6.68;5.4;12.732;-0.053;5.94;0
6/19/2024;16:47:03;0;greeenland;0.01;7.26;5.1;-0.059;6.65;1.29;6.8;101.9;103.2;10.8;-0.083;0;6.7;1.52;1.52;4;6.68;5.3;12.741;-0.065;5.94;0
6/19/2024;16:47:05;0;greeenland;-0.01;7.21;5.2;-0.058;6.64;1.29;6.8;101.8;103.2;10.79;-0.083;0;6.7;1.5;1.5;4;6.67;5.6;12.746;-0.049;5.94;0
6/19/2024;16:47:07;0;greeenland;0.01;7.27;5.1;-0.058;6.65;1.29;6.8;101.8;103.2;10.79;-0.083;0;6.7;1.53;1.53;4;6.67;5.8;12.752;-0.064;5.94;0
6/19/2024;16:47:09;0;greeenland;0.02;7.3;5.1;-0.058;6.66;1.29;6.8;101.8;103.2;10.79;-0.083;0;6.7;1.53;1.53;4;6.66;6.1;12.755;-0.053;5.94;0
6/19/2024;16:47:11;0;greeenland;0.04;7.36;5.1;-0.058;6.65;1.29;6.8;101.8;103.2;10.79;-0.083;0;6.7;1.54;1.54;4;6.66;6.3;12.757;-0.06;5.94;0
6/19/2024;16:47:13;0;greeenland;0.03;7.33;5.1;-0.058;6.65;1.29;6.8;101.8;103.1;10.78;-0.083;0;6.7;1.52;1.52;4;6.66;6.6;12.757;-0.058;5.94;0
6/19/2024;16:47:15;0;greeenland;0.06;7.43;5.1;-0.058;6.64;1.29;6.8;101.7;103.1;10.78;-0.083;0;6.7;1.52;1.52;4;6.65;6.9;12.758;-0.059;5.94;0
6/19/2024;16:47:17;0;greeenland;0.06;7.41;5.1;-0.058;6.65;1.29;6.8;101.7;103.1;10.78;-0.083;0;6.7;1.51;1.51;4;6.64;7.2;12.759;-0.063;5.94;0
6/19/2024;16:47:19;0;greeenland;0.06;7.42;5.1;-0.059;6.65;1.29;6.8;101.7;103.1;10.77;-0.083;0;6.7;1.48;1.48;4;6.64;7.5;12.759;-0.054;5.94;0
6/19/2024;16:47:21;0;greeenland;0.06;7.4;5.1;-0.059;6.64;1.29;6.8;101.7;103;10.77;-0.084;0;6.7;1.46;1.46;4;6.63;7.8;12.755;-0.063;5.94;0
6/19/2024;16:47:23;0;greeenland;0.06;7.4;5.1;-0.059;6.64;1.29;6.8;101.7;103;10.77;-0.084;0;6.7;1.48;1.48;4;6.58;10.5;12.748;-0.053;5.94;0
6/19/2024;16:47:25;0;greeenland;0.05;7.4;5.1;-0.059;6.64;1.29;6.8;101.6;103;10.77;-0.084;0;6.7;1.49;1.49;4;6.62;8.3;12.736;-0.061;5.94;0
6/19/2024;16:47:27;0;greeenland;0.06;7.42;5.1;-0.059;6.64;1.29;6.8;101.6;103;10.78;-0.084;0;6.7;1.5;1.5;4;6.63;8.2;12.726;-0.057;5.94;0
6/19/2024;16:47:29;0;greeenland;0.07;7.44;5.2;-0.059;6.64;1.29;6.8;101.7;103;10.78;-0.084;0;6.7;1.5;1.5;4;6.65;6.9;12.719;-0.06;5.94;0
6/19/2024;16:47:31;0;greeenland;0.04;7.35;5.2;-0.059;6.65;1.29;6.9;101.7;103;10.78;-0.084;0;6.7;1.51;1.51;4;6.66;6.5;12.713;-0.058;5.94;0
6/19/2024;16:47:33;0;greeenland;0;7.25;5.2;-0.06;6.64;1.29;6.9;101.7;103;10.78;-0.085;0;6.8;1.53;1.53;4;6.66;6;12.71;-0.063;5.94;0
6/19/2024;16:47:35;0;greeenland;0.01;7.25;5.2;-0.059;6.65;1.29;6.9;101.7;103.1;10.79;-0.085;0;6.8;1.51;1.51;4;6.68;5.4;12.711;-0.06;5.94;0
6/19/2024;16:47:37;0;greeenland;-0.03;7.14;5.2;-0.06;6.64;1.29;6.9;101.8;103.1;10.79;-0.085;0;6.8;1.52;1.52;4;6.68;5;12.718;-0.058;5.94;0
6/19/2024;16:47:39;0;greeenland;-0.05;7.08;5.2;-0.059;6.64;1.29;7;101.8;103.1;10.79;-0.084;0;6.8;1.55;1.55;4;6.69;4.7;12.726;-0.06;5.94;0
6/19/2024;16:47:41;0;greeenland;-0.04;7.11;5.3;-0.06;6.63;1.29;7;101.8;103.2;10.79;-0.085;0;6.9;1.53;1.53;4;6.69;4.5;12.732;-0.054;5.94;0
6/19/2024;16:47:43;0;greeenland;-0.03;7.15;5.3;-0.06;6.63;1.28;7;101.8;103.2;10.79;-0.085;0;6.9;1.53;1.53;4;6.69;4.5;12.736;-0.058;5.94;0
6/19/2024;16:47:45;0;greeenland;-0.04;7.11;5.3;-0.06;6.62;1.28;7;101.8;103.2;10.79;-0.085;0;6.9;1.5;1.5;4;6.64;7.4;12.742;-0.062;5.94;0
6/19/2024;16:47:47;0;greeenland;-0.03;7.14;5.3;-0.059;6.62;1.28;7;101.8;103.2;10.79;-0.085;0;6.9;1.49;1.49;4;6.63;8;12.748;-0.052;5.94;0
6/19/2024;16:47:49;0;greeenland;-0.01;7.21;5.3;-0.059;6.62;1.28;7;101.8;103.1;10.79;-0.084;0;6.9;1.47;1.47;4;6.61;9.1;12.749;-0.065;5.94;0
6/19/2024;16:47:51;0;greeenland;0.02;7.29;5.3;-0.06;6.62;1.28;7;101.8;103.1;10.78;-0.085;0;6.9;1.47;1.47;4;6.63;7.9;12.748;-0.061;5.94;0
6/19/2024;16:47:53;0;greeenland;0.03;7.32;5.3;-0.06;6.63;1.28;7;101.7;103.1;10.78;-0.085;0;6.9;1.46;1.46;4;6.63;8.2;12.747;-0.063;5.94;0
6/19/2024;16:47:55;0;greeenland;0.02;7.29;5.3;-0.059;6.62;1.28;7;101.7;103.1;10.78;-0.084;0;6.9;1.47;1.47;4;6.63;7.8;12.747;-0.049;5.94;0
6/19/2024;16:47:57;0;greeenland;0;7.22;5.3;-0.059;6.62;1.28;7;101.7;103.1;10.78;-0.084;0;6.9;1.48;1.48;4;6.65;6.9;12.748;-0.066;5.94;0
6/19/2024;16:47:59;0;greeenland;0;7.23;5.3;-0.059;6.62;1.28;7;101.7;103.1;10.78;-0.084;0;6.9;1.47;1.47;4;6.65;6.7;12.748;-0.053;5.94;0
