Time_seq,Hour,Ten_min,Pond,Treatment,Chlorophyll_RFU,Chlorophyll_ugL,Cond_uScm,BGAPC_RFU,BGAPC_ugL,ODO_sat,ODO_mgL,pH,fDOM_RFU,SpCond_uScm,Temp_C
4,10,2,ERL152,NF,0.08,0.28,91.8,-0.2,-0.2,94.04,11.35,7.91,3.45,139.1,7.21
4,10,3,ERL152,NF,0.14,0.45,91.83,-0.21,-0.21,94.02,11.35,7.91,3.42,139.1,7.22
4,10,4,ERL152,NF,0.09,0.29,91.9,-0.17,-0.17,94.02,11.34,7.9,3.4,139.1,7.22
4,10,5,ERL152,NF,0.13,0.43,91.88,-0.2,-0.2,93.74,11.32,7.89,3.44,139.1,7.21
4,11,0,ERL152,NF,0.13,0.45,91.8,-0.2,-0.2,93.76,11.32,7.89,3.43,139.1,7.21
4,11,1,ERL152,NF,0.09,0.32,91.86,-0.21,-0.21,93.9,11.33,7.9,3.41,139.1,7.23
4,11,2,ERL152,NF,0.12,0.42,91.88,-0.16,-0.16,94.02,11.34,7.9,3.4,139.07,7.24
4,11,3,ERL152,NF,0.06,0.22,91.9,-0.21,-0.21,94.06,11.34,7.9,3.37,139.02,7.25
4,11,4,ERL152,NF,0.15,0.52,91.94,-0.17,-0.17,94.06,11.34,7.9,3.38,139,7.27
4,11,5,ERL152,NF,0.08,0.29,91.94,-0.17,-0.17,94.1,11.34,7.9,3.39,139,7.27
4,12,0,ERL152,NF,0.08,0.3,91.98,-0.2,-0.2,94.36,11.37,7.9,3.33,139,7.28
4,12,1,ERL152,NF,0.11,0.35,92,-0.2,-0.2,94.3,11.36,7.9,3.34,139,7.29
4,12,2,ERL152,NF,0.12,0.41,91.94,-0.17,-0.17,94.46,11.39,7.91,3.37,139,7.27
4,12,3,ERL152,NF,0.1,0.34,91.92,-0.22,-0.22,94.58,11.4,7.91,3.37,139,7.28
4,12,4,ERL152,NF,0.09,0.32,91.98,-0.15,-0.15,94.76,11.42,7.92,3.37,139,7.29
4,12,5,ERL152,NF,0.17,0.36,92.04,-0.16,-0.16,94.94,11.43,7.92,3.34,139,7.31
4,13,0,ERL152,NF,0.11,0.39,92.1,-0.18,-0.18,95.24,11.46,7.94,3.29,139,7.34
4,13,1,ERL152,NF,0.09,0.33,92.1,-0.16,-0.16,95.56,11.5,7.96,3.38,139,7.34
4,13,2,ERL152,NF,0.14,0.46,92.02,-0.14,-0.14,95.04,11.45,7.94,3.4,139,7.3
4,13,3,ERL152,NF,0.08,0.29,91.94,-0.17,-0.17,94.26,11.36,7.9,3.44,139,7.28
4,13,4,ERL152,NF,0.16,0.52,91.96,-0.15,-0.15,94.26,11.36,7.9,3.42,139,7.28
4,13,5,ERL152,NF,0.11,0.36,92,-0.14,-0.14,94.34,11.37,7.9,3.4,139,7.29
4,14,0,ERL152,NF,0.12,0.4,92.04,-0.19,-0.19,94.22,11.34,7.9,3.41,139,7.3
4,14,1,ERL152,NF,0.13,0.45,92.1,-0.2,-0.2,94.32,11.35,7.9,3.4,139,7.32
4,14,2,ERL152,NF,0.11,0.39,92.1,-0.16,-0.16,94.66,11.39,7.92,3.37,139,7.34
4,14,3,ERL152,NF,0.08,0.3,92.2,-0.19,-0.19,94.64,11.39,7.92,3.39,139,7.35
4,14,4,ERL152,NF,0.13,0.42,92.2,-0.19,-0.19,94.6,11.38,7.92,3.37,139,7.35
4,14,5,ERL152,NF,0.11,0.37,92.16,-0.17,-0.17,94.78,11.41,7.92,3.37,139,7.35
4,15,0,ERL152,NF,0.12,0.41,92.04,-0.2,-0.2,94.44,11.37,7.91,3.39,139,7.31
4,15,1,ERL152,NF,0.11,0.38,92.1,-0.17,-0.17,94.12,11.34,7.9,3.44,,7.3
4,15,2,ERL152,NF,0.1,0.34,92.1,-0.21,-0.21,94.76,11.41,7.92,3.42,139,7.32
4,15,3,ERL152,NF,0.11,0.36,92.14,-0.2,-0.2,95.36,11.47,7.95,3.42,,7.36
4,15,4,ERL152,NF,0.15,0.5,92.32,-0.12,-0.12,95.24,11.44,7.93,3.3,139,7.42
4,15,5,ERL152,NF,0.08,0.28,92.38,-0.15,-0.15,95.84,11.5,7.95,3.3,139,7.45
4,16,0,ERL152,NF,0.08,0.3,92.26,-0.15,-0.15,95.26,11.44,7.93,3.36,139,7.4
4,16,1,ERL152,NF,0.1,0.35,92.2,-0.19,-0.19,94.9,11.41,7.92,3.4,139,7.36
4,16,2,ERL152,NF,0.13,0.45,92.08,-0.14,-0.14,94.9,11.43,7.92,3.45,139,7.32
4,16,3,ERL152,NF,0.13,0.42,92.02,-0.18,-0.18,94.72,11.41,7.92,3.45,139,7.31
4,16,4,ERL152,NF,0.12,0.39,92.14,-0.2,-0.2,94.54,11.38,7.9,3.44,139,7.34
4,16,5,ERL152,NF,0.08,0.28,92.12,-0.15,-0.15,94.38,11.36,7.9,3.47,,7.32
4,17,0,ERL152,NF,0.13,0.44,92.1,-0.18,-0.18,94.46,11.38,7.9,3.46,139,7.32
4,17,1,ERL152,NF,0.13,0.43,92.16,-0.17,-0.17,94.48,11.37,7.9,3.4,139,7.35
4,17,2,ERL152,NF,0.18,0.42,92.22,-0.19,-0.19,94.6,11.37,7.9,3.37,139,7.37
4,17,3,ERL152,NF,0.13,0.45,92.3,-0.18,-0.18,94.74,11.38,7.91,3.36,139,7.39
4,17,4,ERL152,NF,0.09,0.31,92.3,-0.21,-0.21,94.7,11.38,7.91,3.36,139.07,7.39
4,17,5,ERL152,NF,0.15,0.49,92.22,-0.17,-0.17,94.5,11.36,7.9,3.37,139.1,7.37
4,18,0,ERL152,NF,0.12,0.41,92.2,-0.14,-0.14,94.5,11.36,7.9,3.37,139.1,7.37
4,18,1,ERL152,NF,0.1,0.35,92.22,-0.1,-0.1,94.6,11.37,7.91,3.37,139.1,7.37
4,18,2,ERL152,NF,0.07,0.24,92.28,-0.18,-0.18,94.66,11.38,7.91,3.35,139.1,7.39
4,18,3,ERL152,NF,0.18,0.6,92.3,-0.17,0.04,94.76,11.39,7.91,3.35,,7.39
4,18,4,ERL152,NF,0.09,0.33,92.3,-0.19,-0.19,94.78,11.39,7.91,3.36,139.1,7.39
4,18,5,ERL152,NF,0.26,0.83,92.3,-0.12,-0.12,94.72,11.38,7.91,3.34,139.1,7.41
4,19,0,ERL152,NF,0.07,0.25,92.3,-0.18,-0.18,94.7,11.38,7.91,3.36,139.1,7.4
4,19,1,ERL152,NF,0.1,0.33,92.35,-0.15,-0.15,94.72,11.38,7.91,3.35,139.1,7.41
4,19,2,ERL152,NF,0.11,0.37,92.3,-0.15,-0.15,94.72,11.38,7.91,3.33,139.1,7.41
4,19,3,ERL152,NF,0.11,0.39,,-0.18,-0.18,94.6,11.36,7.91,3.35,139.1,7.42
4,19,4,ERL152,NF,0.1,0.36,92.3,-0.16,-0.16,94.58,11.36,7.91,3.35,139.1,7.41
4,19,5,ERL152,NF,0.11,0.39,92.3,-0.17,-0.17,94.62,11.37,7.91,3.33,139.04,7.41
5,20,0,ERL152,NF,0.1,0.35,92.3,-0.16,-0.16,94.7,11.38,7.91,3.33,139,7.41
5,20,1,ERL152,NF,0.14,0.46,92.34,-0.17,-0.17,95.1,11.42,7.93,3.38,139,7.42
5,20,2,ERL152,NF,0.14,0.46,92.38,-0.13,-0.13,95.48,11.46,7.94,3.37,139,7.44
5,20,3,ERL152,NF,0.12,0.41,92.36,-0.19,-0.19,95.02,11.41,7.93,3.37,139,7.42
5,20,4,ERL152,NF,0.11,0.38,92.36,-0.17,-0.17,94.68,11.37,7.92,3.36,139,7.41
5,20,5,ERL152,NF,0.13,0.43,92.32,-0.17,-0.17,95.02,11.42,7.93,3.36,139,7.4
5,21,0,ERL152,NF,0.09,0.3,92.3,-0.17,-0.17,95.38,11.46,7.94,3.33,139,7.4
5,21,1,ERL152,NF,0.15,0.48,92.3,-0.18,-0.18,95.66,11.5,7.95,3.31,139,7.39
5,21,2,ERL152,NF,0.16,0.52,92.26,-0.2,-0.2,95.92,11.53,7.96,3.28,139,7.39
5,21,3,ERL152,NF,0.12,0.42,92.2,-0.18,-0.18,95.9,11.53,7.96,3.3,139,7.37
5,21,4,ERL152,NF,0.16,0.54,92.12,-0.16,-0.16,96.1,11.56,7.97,3.27,139,7.36
5,21,5,ERL152,NF,0.13,0.45,92.1,-0.19,-0.19,95.88,11.54,7.96,3.29,139,7.35
5,22,0,ERL152,NF,0.15,0.49,92.1,-0.19,-0.19,95.94,11.54,7.97,3.35,139,7.34
5,22,1,ERL152,NF,0.14,0.45,92.08,-0.11,-0.11,96.2,11.58,7.98,3.34,139,7.32
5,22,2,ERL152,NF,0.14,0.47,92.1,-0.18,-0.18,96.14,11.57,7.98,3.33,139,7.33
5,22,3,ERL152,NF,0.13,0.45,92.1,-0.16,-0.16,95.96,11.55,7.97,3.36,139,7.32
5,22,4,ERL152,NF,0.14,0.46,92.04,-0.17,-0.17,96,11.56,7.97,3.35,139,7.31
5,22,5,ERL152,NF,0.15,0.5,92.1,-0.16,-0.16,96.02,11.57,7.97,3.32,139,7.31
5,23,0,ERL152,NF,0.15,0.48,92.04,-0.18,-0.18,96.02,11.57,7.97,3.34,,7.29
5,23,1,ERL152,NF,0.14,0.48,92,-0.17,-0.17,96.04,11.57,7.97,3.31,139,7.29
5,23,2,ERL152,NF,0.15,0.49,91.96,-0.15,-0.15,95.9,11.56,7.97,3.36,139.02,7.28
5,23,3,ERL152,NF,0.15,0.51,91.96,-0.13,-0.13,96.06,11.58,7.98,3.32,139.07,7.28
5,23,4,ERL152,NF,0.16,0.53,92,-0.15,-0.15,96.04,11.57,7.98,3.33,139.1,7.28
5,23,5,ERL152,NF,0.17,0.56,91.98,-0.17,-0.17,96.08,11.58,7.98,3.33,139.1,7.27
5,0,0,ERL152,NF,0.12,0.41,92,-0.15,-0.15,96.14,11.58,7.98,3.3,139.1,7.26
5,0,1,ERL152,NF,0.17,0.57,91.96,-0.18,-0.18,96.1,11.59,7.98,3.3,139.1,7.25
5,0,2,ERL152,NF,0.14,0.47,91.9,-0.23,-0.23,96.06,11.59,7.98,3.3,139.1,7.24
5,0,3,ERL152,NF,0.12,0.39,91.9,-0.18,-0.18,96.06,11.59,7.99,3.32,139.1,7.23
5,0,4,ERL152,NF,0.14,0.48,91.9,-0.17,-0.17,96.02,11.59,7.98,3.33,139.1,7.23
5,0,5,ERL152,NF,0.17,0.56,91.9,-0.18,-0.18,95.9,11.57,7.98,3.34,139.1,7.23
5,1,0,ERL152,NF,0.15,0.49,91.8,-0.15,-0.15,95.82,11.57,7.97,3.36,139.1,7.21
5,1,1,ERL152,NF,0.15,0.48,91.8,-0.15,-0.15,95.76,11.56,7.97,3.38,139.1,7.22
5,1,2,ERL152,NF,0.17,0.57,91.8,-0.14,-0.14,95.84,11.57,7.97,3.37,,7.22
5,1,3,ERL152,NF,0.16,0.53,91.8,-0.18,-0.18,95.72,11.55,7.97,3.38,139.1,7.21
5,1,4,ERL152,NF,0.14,0.45,91.8,-0.16,-0.16,95.56,11.54,7.96,3.39,139.1,7.21
5,1,5,ERL152,NF,0.13,0.44,91.8,-0.18,-0.18,95.54,11.53,7.96,3.38,139.1,7.2
5,2,0,ERL152,NF,0.15,0.5,91.8,-0.2,-0.2,95.54,11.54,7.96,3.41,139.1,7.2
5,2,1,ERL152,NF,0.16,0.52,91.8,-0.19,-0.19,95.5,11.54,7.96,3.39,139.1,7.19
5,2,2,ERL152,NF,0.15,0.51,91.8,-0.18,-0.18,95.48,11.53,7.96,3.42,139.1,7.19
5,2,3,ERL152,NF,0.21,0.68,91.8,-0.16,-0.16,95.44,11.53,7.96,3.4,139.1,7.18
5,2,4,ERL152,NF,0.13,0.43,,-0.15,-0.15,95.5,11.54,7.96,3.4,139.1,7.18
5,2,5,ERL152,NF,0.11,0.38,91.8,-0.17,-0.17,95.38,11.52,7.96,3.41,139.1,7.18
5,3,0,ERL152,NF,0.13,0.45,91.72,-0.18,-0.18,95.4,11.52,7.96,3.42,139.1,7.18
5,3,1,ERL152,NF,0.09,0.32,91.7,-0.14,-0.14,95.34,11.52,7.96,3.42,139.1,7.18
5,3,2,ERL152,NF,0.2,0.65,91.7,-0.19,-0.19,95.38,11.53,7.96,3.41,139.1,7.17
5,3,3,ERL152,NF,0.17,0.56,91.7,-0.15,-0.15,95.3,11.52,7.96,3.41,139.1,7.16
5,3,4,ERL152,NF,0.23,0.73,91.7,-0.13,-0.13,95.14,11.5,7.95,3.41,139.1,7.16
5,3,5,ERL152,NF,0.13,0.43,91.7,-0.21,-0.21,95,11.48,7.94,3.45,,7.16
5,4,0,ERL152,NF,0.21,0.7,91.7,-0.17,-0.17,94.96,11.48,7.95,3.45,,7.16
5,4,1,ERL152,NF,0.18,0.58,91.7,-0.16,-0.16,95.04,11.49,7.95,3.45,,7.16
5,4,2,ERL152,NF,0.17,0.56,91.7,-0.18,-0.18,95.04,11.49,7.95,3.44,139.1,7.15
5,4,3,ERL152,NF,0.13,0.43,91.7,-0.18,-0.18,95.14,11.5,7.95,3.42,139.1,7.14
5,4,4,ERL152,NF,0.16,0.54,91.7,-0.21,-0.21,95.14,11.5,7.95,3.43,139.1,7.14
5,4,5,ERL152,NF,0.17,0.55,91.7,-0.15,-0.15,95.04,11.49,7.95,3.44,139.1,7.14
5,5,0,ERL152,NF,0.18,0.6,91.7,-0.16,-0.16,95.08,11.5,7.95,3.43,,7.13
5,5,1,ERL152,NF,0.16,0.52,91.66,-0.19,-0.19,95,11.49,7.95,3.43,139.2,7.13
5,5,2,ERL152,NF,0.15,0.5,91.66,-0.18,-0.18,95.02,11.49,7.94,3.44,139.2,7.13
5,5,3,ERL152,NF,0.17,0.56,91.6,-0.21,-0.1,94.92,11.48,7.94,3.46,139.2,7.13
5,5,4,ERL152,NF,0.2,0.66,91.6,-0.18,-0.18,94.86,11.47,7.94,3.46,139.2,7.13
5,5,5,ERL152,NF,0.15,0.52,91.6,-0.16,-0.16,94.72,11.46,7.93,3.46,139.2,7.13
5,6,0,ERL152,NF,0.15,0.51,91.6,-0.23,-0.23,94.78,11.47,7.94,3.45,139.2,7.12
5,6,1,ERL152,NF,0.16,0.52,91.6,-0.16,-0.16,94.72,11.46,7.94,3.43,139.2,7.12
5,6,2,ERL152,NF,0.23,0.75,91.6,-0.15,-0.15,94.82,11.47,7.94,3.44,139.2,7.12
5,6,3,ERL152,NF,0.15,0.5,91.6,-0.17,-0.17,94.8,11.47,7.94,3.45,139.2,7.11
5,6,4,ERL152,NF,0.16,0.53,91.6,-0.2,-0.2,94.78,11.47,7.94,3.45,139.2,7.11
5,6,5,ERL152,NF,0.15,0.49,91.6,-0.14,-0.14,94.76,11.47,7.94,3.45,139.2,7.1
5,7,0,ERL152,NF,0.19,0.63,91.6,-0.19,-0.19,94.72,11.47,7.94,3.44,139.2,7.09
5,7,1,ERL152,NF,0.14,0.46,91.6,-0.17,-0.17,94.72,11.47,7.94,3.45,139.2,7.1
5,7,2,ERL152,NF,0.16,0.53,91.6,-0.19,-0.19,94.7,11.47,7.94,3.45,139.2,7.09
5,7,3,ERL152,NF,0.17,0.57,91.6,-0.15,-0.15,94.64,11.46,7.94,3.44,139.2,7.09
5,7,4,ERL152,NF,0.15,0.5,91.6,-0.18,-0.18,94.56,11.45,7.93,3.44,139.2,7.09
5,7,5,ERL152,NF,0.18,0.58,91.6,-0.15,-0.15,94.56,11.45,7.93,3.43,139.2,7.09
5,8,0,ERL152,NF,0.16,0.51,91.6,-0.12,-0.12,94.56,11.45,7.93,3.43,139.25,7.09
5,8,1,ERL152,NF,0.15,0.51,91.6,-0.2,-0.2,94.58,11.45,7.93,3.44,139.3,7.09
5,8,2,ERL152,NF,0.09,0.31,91.6,-0.14,-0.14,94.6,11.45,7.93,3.44,139.3,7.09
5,8,3,ERL152,NF,0.1,0.35,91.6,-0.18,-0.18,94.38,11.43,7.92,3.45,139.3,7.09
5,8,4,ERL152,NF,0.12,0.4,91.6,-0.2,-0.2,94.34,11.42,7.92,3.43,139.3,7.08
5,8,5,ERL152,NF,0.1,0.34,91.6,-0.15,-0.15,94.3,11.42,7.92,3.43,139.3,7.08
5,9,0,ERL152,NF,0.12,0.41,91.6,-0.18,-0.18,94.38,11.43,7.92,3.43,139.3,7.08
5,9,1,ERL152,NF,0.12,0.41,91.6,-0.17,-0.17,94.3,11.42,7.92,3.43,139.3,7.08
5,9,2,ERL152,NF,0.11,0.37,91.6,-0.22,-0.22,93.98,11.39,7.91,3.46,139.3,7.07
5,9,3,ERL152,NF,0.1,0.34,91.6,-0.19,-0.19,93.92,11.38,7.9,3.45,139.3,7.07
5,9,4,ERL152,NF,0.12,0.41,91.6,-0.17,-0.17,93.98,11.38,7.91,3.46,139.3,7.08
5,9,5,ERL152,NF,0.12,0.39,91.6,-0.22,-0.22,93.82,11.36,7.9,3.47,139.3,7.08
5,10,0,ERL152,NF,0.13,0.44,91.6,-0.17,-0.17,93.66,11.35,7.89,3.5,139.3,7.07
5,10,1,ERL152,NF,0.12,0.41,91.6,-0.16,-0.07,93.76,11.36,7.9,3.46,139.3,7.08
5,10,2,ERL152,NF,0.11,0.38,91.6,-0.21,-0.21,94.04,11.39,7.91,3.43,139.3,7.08
5,10,3,ERL152,NF,0.1,0.35,91.6,-0.21,-0.21,94.12,11.4,7.91,3.44,139.3,7.09
5,10,4,ERL152,NF,0.11,0.37,91.6,-0.15,-0.15,94.16,11.4,7.91,3.43,139.3,7.09
5,10,5,ERL152,NF,0.1,0.33,91.7,-0.16,-0.16,94.3,11.41,7.92,3.4,139.3,7.09
5,11,0,ERL152,NF,0.14,0.47,91.7,-0.17,-0.17,94.44,11.43,7.92,3.41,139.3,7.09
5,11,1,ERL152,NF,0.1,0.34,91.7,-0.13,-0.13,94.4,11.43,7.92,3.41,139.3,7.1
5,11,2,ERL152,NF,0.12,0.4,91.7,-0.16,-0.16,94.36,11.42,7.92,3.42,139.3,7.1
5,11,3,ERL152,NF,0.11,0.36,91.7,-0.14,-0.14,94.34,11.42,7.92,3.42,139.3,7.1
5,11,4,ERL152,NF,0.1,0.35,91.7,-0.18,-0.18,94.42,11.43,7.92,3.4,139.3,7.11
5,11,5,ERL152,NF,0.1,0.36,91.7,-0.21,-0.21,94.46,11.43,7.92,3.38,139.3,7.12
5,12,0,ERL152,NF,0.11,0.36,91.7,-0.14,-0.14,94.62,11.44,7.93,3.36,139.2,7.13
5,12,1,ERL152,NF,0.14,0.45,91.7,-0.18,-0.18,94.52,11.43,7.92,3.38,139.2,7.13
5,12,2,ERL152,NF,0.13,0.45,91.7,-0.16,-0.16,94.56,11.44,7.92,3.38,139.2,7.13
5,12,3,ERL152,NF,0.12,0.4,91.7,-0.14,-0.14,94.56,11.44,7.92,3.39,139.2,7.13
5,12,4,ERL152,NF,0.15,0.5,91.7,-0.16,-0.16,94.62,11.44,7.92,3.36,139.2,7.14
5,12,5,ERL152,NF,0.12,0.4,91.7,-0.16,-0.05,94.6,11.44,7.92,3.38,139.2,7.14
5,13,0,ERL152,NF,0.09,0.32,91.7,-0.15,-0.15,94.6,11.44,7.92,3.4,139.2,7.13
5,13,1,ERL152,NF,0.07,0.26,91.7,-0.18,-0.18,94.62,11.44,7.92,3.41,139.2,7.14
5,13,2,ERL152,NF,0.14,0.46,91.7,-0.13,-0.13,94.54,11.44,7.92,3.4,139.2,7.13
5,13,3,ERL152,NF,0.14,0.46,91.7,-0.16,-0.16,94.54,11.43,7.92,3.44,139.2,7.12
5,13,4,ERL152,NF,0.11,0.39,91.7,-0.19,-0.19,94.54,11.44,7.92,3.47,139.2,7.12
5,13,5,ERL152,NF,0.16,0.52,91.7,-0.21,-0.21,94.5,11.43,7.92,3.42,139.2,7.13
5,14,0,ERL152,NF,0.12,0.39,91.7,-0.17,-0.17,94.54,11.43,7.92,3.39,139.2,7.14
5,14,1,ERL152,NF,0.16,0.5,91.8,-0.15,-0.15,94.56,11.43,7.92,3.39,139.2,7.15
5,14,2,ERL152,NF,0.1,0.35,91.8,-0.19,-0.19,94.7,11.45,7.93,3.36,139.2,7.16
5,14,3,ERL152,NF,0.14,0.47,91.8,-0.2,-0.2,94.88,11.47,7.94,3.35,139.2,7.17
5,14,4,ERL152,NF,0.16,0.52,91.8,-0.2,-0.11,94.9,11.47,7.93,3.35,139.2,7.18
5,14,5,ERL152,NF,0.14,0.48,91.8,-0.14,-0.14,94.8,11.46,7.93,3.38,139.2,7.17
5,15,0,ERL152,NF,0.12,0.4,91.8,-0.18,-0.18,94.74,11.45,7.93,3.39,139.2,7.16
5,15,1,ERL152,NF,0.17,0.54,91.8,-0.21,-0.21,94.7,11.45,7.93,3.39,139.2,7.16
5,15,2,ERL152,NF,0.12,0.4,91.8,-0.2,-0.2,94.7,11.45,7.93,3.42,139.2,7.16
5,15,3,ERL152,NF,0.15,0.49,91.8,-0.15,-0.15,94.8,11.46,7.93,3.38,139.2,7.16
5,15,4,ERL152,NF,0.15,0.49,91.8,-0.15,-0.15,94.82,11.46,7.93,3.37,139.2,7.16
5,15,5,ERL152,NF,0.11,0.37,91.8,-0.17,-0.17,94.86,11.46,7.93,3.36,139.2,7.17
5,16,0,ERL152,NF,0.11,0.38,91.8,-0.14,-0.14,94.9,11.46,7.93,3.36,139.2,7.18
5,16,1,ERL152,NF,0.13,0.44,91.8,-0.19,-0.19,94.82,11.45,7.92,3.35,139.2,7.19
5,16,2,ERL152,NF,0.16,0.54,,-0.16,-0.16,94.8,11.45,7.93,3.36,139.2,7.19
5,16,3,ERL152,NF,0.14,0.45,91.8,-0.17,-0.17,94.72,11.44,7.93,3.36,139.28,7.18
5,16,4,ERL152,NF,0.18,0.57,91.8,-0.15,-0.15,94.44,11.41,7.92,3.4,139.3,7.16
5,16,5,ERL152,NF,0.14,0.48,91.8,-0.15,-0.15,94.46,11.42,7.92,3.41,139.3,7.15
5,17,0,ERL152,NF,0.13,0.43,91.8,-0.17,-0.17,94.58,11.43,7.92,3.37,139.24,7.17
5,17,1,ERL152,NF,0.16,0.53,,-0.2,-0.2,95.6,11.53,7.95,3.28,139.1,7.26
5,17,2,ERL152,NF,0.18,0.57,,-0.19,-0.19,95.86,11.55,7.95,3.25,139.04,7.28
5,17,3,ERL152,NF,0.17,0.57,,-0.18,-0.18,95.46,11.51,7.94,3.34,139.1,7.25
5,17,4,ERL152,NF,0.14,0.46,91.8,-0.16,-0.16,94.76,11.44,7.92,3.34,139.16,7.21
5,17,5,ERL152,NF,0.15,0.5,91.8,-0.2,-0.2,95.34,11.51,7.94,3.3,139.12,7.22
5,18,0,ERL152,NF,0.26,0.85,91.8,-0.15,-0.15,95.72,11.55,7.95,3.29,139,7.24
5,18,1,ERL152,NF,0.15,0.51,91.8,-0.13,-0.13,95.82,11.56,7.95,3.27,138.92,7.24
5,18,2,ERL152,NF,0.18,0.58,91.8,-0.2,-0.2,95.78,11.56,7.95,3.28,138.9,7.24
5,18,3,ERL152,NF,0.13,0.44,91.8,-0.15,-0.15,95.76,11.55,7.95,3.28,138.98,7.24
5,18,4,ERL152,NF,0.19,0.62,91.8,-0.14,-0.14,95.4,11.51,7.94,3.32,139.08,7.21
5,18,5,ERL152,NF,0.16,0.51,91.8,-0.17,-0.17,95.62,11.53,7.95,3.31,139,7.22
5,19,0,ERL152,NF,0.13,0.44,91.8,-0.17,-0.17,95.26,11.51,7.94,3.37,139.12,7.2
5,19,1,ERL152,NF,0.14,0.46,91.8,-0.11,-0.11,95.2,11.5,7.94,3.39,139.16,7.19
5,19,2,ERL152,NF,0.13,0.46,91.8,-0.16,-0.16,95.26,11.51,7.95,3.39,139.12,7.19
5,19,3,ERL152,NF,0.15,0.5,91.8,-0.17,-0.17,95.06,11.49,7.94,3.41,139.2,7.18
5,19,4,ERL152,NF,0.11,0.38,91.8,-0.17,-0.17,95.04,11.48,7.94,3.4,139.16,7.17
5,19,5,ERL152,NF,0.12,0.4,91.8,-0.18,-0.18,94.98,11.48,7.94,3.39,139.2,7.17
6,20,0,ERL152,NF,0.17,0.57,91.8,-0.18,-0.18,95.08,11.49,7.94,3.4,139.2,7.18
6,20,1,ERL152,NF,0.17,0.54,91.8,-0.22,-0.22,95.06,11.48,7.94,3.39,139.2,7.18
6,20,2,ERL152,NF,0.17,0.58,91.8,-0.19,-0.19,94.76,11.46,7.93,3.44,139.2,7.15
6,20,3,ERL152,NF,0.16,0.53,91.8,-0.17,-0.17,94.7,11.45,7.93,3.44,139.2,7.15
6,20,4,ERL152,NF,0.12,0.41,91.8,-0.18,-0.18,94.56,11.43,7.92,3.43,139.2,7.16
6,20,5,ERL152,NF,0.12,0.4,91.8,-0.18,-0.18,94.6,11.43,7.92,3.41,139.2,7.16
6,21,0,ERL152,NF,0.22,0.72,91.8,-0.2,-0.2,94.54,11.43,7.92,3.43,139.2,7.16
6,21,1,ERL152,NF,0.11,0.39,91.78,-0.2,-0.2,94.7,11.44,7.92,3.49,139.2,7.15
6,21,2,ERL152,NF,0.17,0.56,91.7,-0.18,-0.18,94.62,11.44,7.92,3.45,139.2,7.15
6,21,3,ERL152,NF,0.2,0.64,91.7,-0.21,-0.21,95.12,11.49,7.94,3.45,,7.16
6,21,4,ERL152,NF,0.16,0.53,91.7,-0.19,-0.19,94.76,11.46,7.93,3.47,139.2,7.15
6,21,5,ERL152,NF,0.13,0.44,91.7,-0.18,-0.18,94.64,11.44,7.92,3.46,139.2,7.14
6,22,0,ERL152,NF,0.15,0.49,91.7,-0.19,-0.19,94.66,11.45,7.92,3.47,139.2,7.14
6,22,1,ERL152,NF,0.19,0.62,91.64,-0.19,-0.19,94.88,11.47,7.93,3.44,139.08,7.14
6,22,2,ERL152,NF,0.09,0.32,91.6,-0.17,-0.17,94.88,11.48,7.93,3.44,139.06,7.13
6,22,3,ERL152,NF,0.16,0.51,91.6,-0.18,-0.18,94.64,11.45,7.92,3.43,139.1,7.13
6,22,4,ERL152,NF,0.16,0.54,91.6,-0.13,-0.13,94.56,11.44,7.93,3.44,139.1,7.12
6,22,5,ERL152,NF,0.16,0.53,91.68,-0.19,-0.19,94.38,11.42,7.91,3.47,139.2,7.13
6,23,0,ERL152,NF,0.17,0.57,91.68,-0.18,-0.18,94.44,11.42,7.92,3.44,139.18,7.12
6,23,1,ERL152,NF,0.11,0.38,91.6,-0.19,0,94.6,11.44,7.93,3.41,139.12,7.12
6,23,2,ERL152,NF,0.13,0.43,91.62,-0.18,-0.18,94.66,11.45,7.92,3.47,139.12,7.12
6,23,3,ERL152,NF,0.16,0.53,91.6,-0.21,-0.21,94.54,11.44,7.92,3.46,139.1,7.12
6,23,4,ERL152,NF,0.17,0.55,91.42,-0.17,-0.17,95.46,11.55,7.96,3.48,138.88,7.11
6,23,5,ERL152,NF,0.15,0.5,91.44,-0.17,-0.17,95.24,11.53,7.95,3.53,138.92,7.11
6,0,0,ERL152,NF,0.19,0.62,91.46,-0.23,-0.23,95.18,11.52,7.95,3.51,138.94,7.11
6,0,1,ERL152,NF,0.19,0.61,91.44,-0.2,-0.2,95.24,11.52,7.95,3.51,138.92,7.1
6,0,2,ERL152,NF,0.25,0.82,91.46,-0.14,-0.14,95.22,11.53,7.95,3.56,138.98,7.1
6,0,3,ERL152,NF,0.23,0.75,91.56,-0.18,-0.18,94.54,11.44,7.92,3.53,139.14,7.1
6,0,4,ERL152,NF,0.17,0.55,91.5,-0.21,-0.21,94.54,11.45,7.92,3.49,139.08,7.09
6,0,5,ERL152,NF,0.16,0.52,91.42,-0.15,-0.15,94.74,11.47,7.93,3.48,139,7.09
6,1,0,ERL152,NF,0.16,0.52,91.4,-0.18,-0.18,94.62,11.45,7.93,3.49,139,7.09
6,1,1,ERL152,NF,0.16,0.54,91.4,-0.22,-0.22,94.66,11.46,7.93,3.5,139,7.09
